"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","closed"
"20311","d5OLJ2BTF87IIjYtMjtoRQ","Camden Westchase Park Apartments","12112 Sugarloaf Key St","Tampa","FL",33626,28.0601514,-82.6257214,4,30,1,"Apartments, Home Services, Real Estate","Monday"
"20313","4WWxTisW97Ks7r06Exxx2A","McDonald's","8506 Gunn Hwy","Odessa","FL",33556,28.0854411429,-82.5796240809,2.5,16,1,"Burgers, Fast Food, Restaurants, Coffee & Tea, Food","NA"
"20317","HThmkLVkhbKmo414q_ACmQ","Keep Me In Stitches","4504 W Kennedy Blvd","Tampa","FL",33609,27.9444828,-82.5205283,3.5,5,1,"Shopping, Fabric Stores, Arts & Crafts, Sewing & Alterations, Local Services","NA"
"20318","I9or-Qu47AbReJLS43TcBw","Tasty Venues","951 E Brandon Blvd","Brandon","FL",33511,27.9371711,-82.2698738,4.5,22,1,"Hotels & Travel, Food Tours, Cooking Classes, Arts & Crafts, Home & Garden, Restaurants, Cafes, Shopping, Home Decor, American (New), Tours","Monday"
"20320","tZe5mvS13mPy0rk5ltuR9w","Shundra's Soul Smokehouse","3887 Northdale Blvd","Tampa","FL",33624,28.0947514,-82.5062158,4,48,1,"Southern, Salad, Restaurants, Barbeque, Soul Food","NA"
"20321","x1Qsg1qyDFrNaHmRHULVMQ","Arthur Murray Dance Studio","4011 W Gandy Blvd","Tampa","FL",33611,27.8941828,-82.5114496,4.5,7,1,"Dance Schools, Specialty Schools, Education, Active Life, Dance Studios, Fitness & Instruction","NA"
"20322","QgOR19-BKrCkQtvf11IzMA","Walgreens","17511 Bruce B Downs Blvd","Tampa","FL",33647,28.1266174505,-82.3683321476,2.5,11,1,"Shopping, Drugstores, Cosmetics & Beauty Supply, Food, Beauty & Spas, Convenience Stores","NA"
"20326","XCUCbA0YNzHnX06LNukb1A","Jennie’s Flowers","2730 W Columbus Dr","Tampa","FL",33607,27.966471,-82.488578,4.5,91,1,"Wedding Planning, Floral Designers, Event Planning & Services, Flowers & Gifts, Florists, Shopping","NA"
"20329","pSsza2XKQoZrPATURZ_MIQ","Kerby's Nursery","2311 S Parsons Ave","Seffner","FL",33584,27.9746420298,-82.2863176068,4.5,39,1,"Shopping, Nurseries & Gardening, Home & Garden, Home Services, Landscaping","NA"
"20332","fNjozYBX0X4ES3ME7WVgXQ","KFC","2212 E Fowler Ave","Tampa","FL",33612,28.0549002334,-82.4332459829,2.5,13,1,"Chicken Shop, Fast Food, Chicken Wings, Restaurants","NA"
"20334","AjEoPfrXWiDe1qqtl5dblw","Eddie's Custom Cleaners","1303 S Dale Mabry Hwy","Tampa","FL",33629,27.9313036,-82.5071205,3.5,6,1,"Laundry Services, Dry Cleaning, Local Services, Dry Cleaning & Laundry, Sewing & Alterations","Monday"
"20335","a1esN1yBrh8c8jra-7WcXw","Caribbean Twist","3328 W Columbus Dr","Tampa","FL",33607,27.9664178,-82.499238,4.5,48,1,"Sandwiches, Restaurants, Spanish, Salad, Breakfast & Brunch, Cuban, Caribbean","Monday"
"20337","fmltTa8-5IoCSBofhd8hKw","Our Little Suitcase","","Tampa","FL",33607,27.9834776,-82.5370781,5,5,1,"Car Rental, Travel Services, Shopping, Hotels & Travel, Vacation Rentals, Baby Gear & Furniture, Beach Equipment Rentals, Active Life","NA"
"20338","5H5mKgROIfmYKHjFMCePCA","Olive Garden Italian Restaurant","17011 Palm Pointe Dr","Tampa","FL",33647,28.1175153863,-82.3811350999,3.5,115,1,"Restaurants, Wine Bars, Salad, Nightlife, Italian, Bars, Soup","Monday"
"20339","Pa-UQ7SJIpa18yIIQ2u1Ow","Peking Chinese Restaurant","3501 S Manhattan Ave","Tampa","FL",33629,27.9113737,-82.5182383,3,5,0,"Restaurants, Chinese",NA
"20346","Onr_CFM7P3rq8ILp1UFJrw","Subway","24726 State Rd 54","Lutz","FL",33559,28.1851782,-82.4071106,2.5,6,0,"Sandwiches, Fast Food, Restaurants",NA
"20347","6-l9lANMQxLG0-ajO7f3tQ","Mild To Wild Car Audio","14513 North Nebraska Ave","Tampa","FL",33613,28.0794283395,-82.4506519684,3.5,6,1,"Electronics, Auto Glass Services, Car Stereo Installation, Car Window Tinting, Glass & Mirrors, Home Services, Shopping, Automotive, Auto Parts & Supplies","NA"
"20348","gjsMlYWmPSvG_8k-Fvt8mQ","America's Oil Express & Car Wash","2138 W Brandon Blvd","Brandon","FL",33511,27.9384417,-82.3202831,4,49,1,"Automotive, Car Wash, Auto Repair, Oil Change Stations","NA"
"20349","t3fJsOcmghh-MJ-UNXDR3g","Mel's Hot Dogs","4136 E Busch Blvd","Tampa","FL",33617,28.0329116,-82.4124436,4,274,1,"Hot Dogs, Restaurants, Fast Food","NA"
"20352","yQK9YpO1lnQqcpiT7uZHHA","Flower Crown Kombucha","1607 N Franklin St","Tampa","FL",33602,27.9586801341,-82.4599500373,5,7,1,"Kombucha, Food, Coffee & Tea","NA"
"20355","h4cxjlJEmEugFL2g2Wm_6w","Snap Fitness 24/7 Westchase","10613 Sheldon Rd","Tampa","FL",33626,28.0450506,-82.5813392,2.5,5,0,"Active Life, Health & Medical, Gyms, Weight Loss Centers, Fitness & Instruction","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"20356","pKAT-F13_lI6LxKaO1Ao3A","Kings Realty","504 S Kings Ave","Brandon","FL",33511,27.9318849,-82.2945071,1,5,1,"",NA
"20363","tCWejA3OQSa3LjzRzwEBlA","Lins Law Group","14497 N Dale Mabry Hwy, Ste 160-N","Tampa","FL",33618,28.0791693,-82.5051375,2,5,1,"Estate Planning Law, Business Law, Lawyers, Wills, Trusts, & Probates, Professional Services, Personal Injury Law, Divorce & Family Law","NA"
"20364","tXEHimtA6AWPC_f7g3uNLQ","Citrus Park Animal Bird & Exotics Hospital","7607 Ehrlich Rd","Tampa","FL",33625,28.0789159,-82.5704216,2.5,15,1,"Veterinarians, Pets, Pet Services, Pet Boarding, Pet Sitting, Pet Groomers","NA"
"20368","jYEPmsqP5-Zg__YcMeAzJQ","Hot N Crazy Crab","133 E Bloomingdale Ave","Brandon","FL",33511,27.8926469401,-82.2841309011,4.5,156,1,"Restaurants, Seafood","NA"
"20369","efJcmrRGc8YbK3ifs8ol9A","Tischhauser Law Group","6301 Memorial Hwy, Ste 203","Tampa","FL",33615,27.9912945,-82.5755557,3,14,1,"Personal Injury Law, Lawyers, Consumer Law, General Litigation, Professional Services","NA"
"20370","M3G7USDHXk--ZycO1Zjs1w","Bob Evans","102 Commercial Center Dr","Ruskin","FL",33573,27.7113102,-82.3773791595,3,75,1,"Hotels & Travel, Restaurants, Comfort Food, Salad, Bed & Breakfast, Breakfast & Brunch, American (Traditional), Sandwiches","Monday"
"20374","B0tN6xc8HCl8rTPyVoDc6A","Once Upon a Child","19651 Bruce B Downs Blvd","Tampa","FL",33647,28.152594,-82.352335,3,15,1,"Shopping, Baby Gear & Furniture, Thrift Stores","NA"
"20375","Lqu5fd7efudscSI8JMIlzg","VICTORY AUTO MALL","10227 Causeway Blvd","Tampa","FL",33619,27.9226055,-82.3398048,3.5,6,1,"Car Dealers, Automotive, Auto Repair, Used Car Dealers, Auto Detailing, Body Shops","NA"
"20377","64Zn6GqArrMHOicl5-_fPg","Lake Como Family Nudist Resort","20500 Cot Rd","Lutz","FL",33558,28.183227,-82.477336,3.5,17,1,"Campgrounds, Hotels & Travel, Hotels, Resorts, Amateur Sports Teams, Nudist, Event Planning & Services, Vacation Rentals, Leisure Centers, Active Life","NA"
"20379","9YLIFxGPYgH5PzT-Hj8--w","Elite Salon Studios - Tampa","14339 N Dale Mabry Hwy","Tampa","FL",33618,28.0769911408,-82.5067093223,3,5,1,"Hair Stylists, Nail Technicians, Hair Salons, Nail Salons, Beauty & Spas",NA
"20383","QvYF2zTresO_yERFM0xmJg","Salon Adube","221 West Waters Ave, Ste A","Tampa","FL",33604,28.0255795,-82.4617575,3.5,9,1,"Beauty & Spas, Skin Care, Hair Stylists, Day Spas, Hair Salons","NA"
"20386","eltuhV8KTDIhqdYgAyknAw","Token Ramen & Kung Fu Tea","5914 Providence Road Riverview","Riverview","FL",33578,27.8948166,-82.3180809,4,199,1,"Coffee & Tea, Bubble Tea, Taiwanese, Japanese, Ramen, Food, Asian Fusion, Restaurants","NA"
"20388","SdlyyoVjv7XsAB5Gz9_Ilg","Beef 'O' Brady's","205 Apollo Beach Blvd","Apollo Beach","FL",33572,27.770455,-82.393574,2.5,49,1,"Sports Bars, American (Traditional), Restaurants, Bars, Nightlife, Pubs","NA"
"20389","gP6yYo3SGaqfpjkk4zdKKA","Jet's Pizza","946 W Lumsden Rd","Brandon","FL",33511,27.9239182834,-82.2991883357,3.5,58,1,"Food Delivery Services, Food, Pizza, Salad, Restaurants, Sandwiches, Italian","Monday"
"20390","fveJO9twRo_hez542Sjytw","Sun Country Cleaners","10305 Causeway Blvd","Tampa","FL",33619,27.9225121472,-82.3391668126,1.5,6,1,"Dry Cleaning & Laundry, Local Services, Laundry Services","NA"
"20393","BOrTv65tFiFcuaDykvUhBg","U.S. Cleaning Services Inc","","Riverview","FL",33579,27.7917798,-82.2909146,5,15,1,"Flooring, Carpet Cleaning, Home Services, Local Services","NA"
"20394","TGorJMfkBjDqee1ypYSj4w","Del Valle","1522 E Fowler Ave","Tampa","FL",33612,28.055215,-82.44168,2.5,5,1,"Mexican, Salad, Breakfast & Brunch, Restaurants","NA"
"20395","906LNhIYthmVJlKdS40PYw","Dwntwn Social","1000 W Kennedy Blvd, Ste 100","Tampa","FL",33606,27.9444186,-82.4699872,4.5,32,1,"Restaurants, Food, Coffee & Tea, Juice Bars & Smoothies, Waffles","NA"
"20399","V1EpugoK0n6iNbtdwZMjuw","Tampa Bay Lock and Key","4332 N Nebraska Ave","Tampa","FL",33603,27.9849963,-82.451432,4.5,14,1,"Home Services, Keys & Locksmiths","Monday"
"20400","R_5X96OM-b0fF9pZbzzy0g","Santoro's Pizzeria","1329 W Cass St","Tampa","FL",33606,27.9499803,-82.4740689,4.5,89,1,"Restaurants, Pizza, Italian, Sandwiches",NA
"20401","LyULj8nCvCS1N2XS8tsMMw","The Cleaning Authority - Brandon","322 West Robertson St","Brandon","FL",33511,27.93604,-82.2894489,4,16,1,"Home Services, Professional Services, Office Cleaning, Home Cleaning, Carpet Cleaning, Local Services, Window Washing","NA"
"20403","6nPT_XlmXm_tLkNocIo6jw","Divinity Inspection Service","6820 N Florida Ave","Tampa","FL",33604,28.010196,-82.459733,5,12,1,"Home Inspectors, Commercial Real Estate, Home Services, Real Estate","NA"
"20404","K0cYWEe_zlFaqRcfkloJhw","Jiffy Lube","21345 State Road 54","Lutz","FL",33549,28.1914982509,-82.4624694421,2.5,25,1,"Automotive, Oil Change Stations, Tires, Auto Repair","Monday"
"20405","yrUH_oo_9LdNZSDvDRQmKQ","Hobbytown USA","2488 W Brandon Blvd","Brandon","FL",33511,27.9425876,-82.3235902,3.5,6,1,"Shopping, Toy Stores","NA"
"20407","VcAP3rrcryVcEKUbpFWEBg","Solar Advantage","2510 Merchant Ave","Odessa","FL",33556,28.1955242,-82.6316702,4,8,1,"Electricians, Solar Installation, Contractors, Home Services","NA"
"20411","KJScP6bDksIDN329d6s8IQ","Joe's New York Diner","11701 N Florida Ave","Tampa","FL",33612,28.0548726769,-82.459092401,4,226,1,"Diners, Breakfast & Brunch, American (Traditional), Restaurants, Italian, Greek","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"20412","JuhztL45vDFknqfQ4oXImA","Labcorp","427 S Parsons Ave, Ste 120","Brandon","FL",33511,27.9337800523,-82.2857821828,1.5,32,0,"Health & Medical, Diagnostic Services, Laboratory Testing","Monday"
"20413","vO9LrWvQt9cLaCzs6h840w","Alvarez Photography","2111 N Albany Ave, Ste 1","Tampa","FL",33607,27.960541,-82.480169,2.5,5,1,"Event Planning & Services, Photographers","NA"
"20414","MtXqu_wQ6Jznsu7Pir8eiA","DICK'S Sporting Goods","258 Westshore Plaza","Tampa","FL",33609,27.946727,-82.529415,3,44,1,"Outdoor Gear, Fitness/Exercise Equipment, Sporting Goods, Fashion, Sports Wear, Shoe Stores, Hunting & Fishing Supplies, Shopping, Guns & Ammo","NA"
"20416","-RB6uWNiV-Ili1mu_tapgQ","American Homes 4 Rent","10117 Princess Palm Ave, Ste 106","Tampa","FL",33610,27.9789354,-82.3335316,2,42,1,"Real Estate, Property Management, Home Services",NA
"20418","UoGGt7OXCPhKYRd49YqRdg","Tire Choice Auto Service Centers","12705 N Dale Mabry Hwy","Tampa","FL",33618,28.0626757453,-82.5030817241,2.5,25,1,"Tires, Wheel & Rim Repair, Oil Change Stations, Automotive, Auto Parts & Supplies, Auto Repair","Monday"
"20419","7SC59d4nl7hc3BFjaMPSEw","Hey Giant! Little Biscuits","3201 S Dale Mabry Hwy","Tampa","FL",33629,27.9166503,-82.5063638,4.5,13,0,"Food, Coffee & Tea, Bakeries","NA"
"20420","CSiJiPKT_OOJ6CzB0R2_GQ","Subway","620 Twiggs Ave","Tampa","FL",33602,27.95045643,-82.4554218558,2.5,8,1,"Restaurants, Sandwiches, Fast Food","NA"
"20421","4jICs7no7322VjY4hqHVAg","La Cocinita Cubana","113 Central Dr","Brandon","FL",33510,27.9392354,-82.2922083,4.5,33,1,"Spanish, Cuban, Restaurants","NA"
"20422","NEgCAxUUgQROwnoX0dqe8w","Fishhawk Bagels","13435 Boyette Rd","Riverview","FL",33547,27.8532253798,-82.267516331,3.5,87,1,"Food, Bagels","NA"
"20424","IaVPfkfX-kHMtxXcJNT4HA","SOHO Juice - Tampa","1910 N Ola Ave","Tampa","FL",33602,27.9611064,-82.4640636,3.5,17,0,"Acai Bowls, Food, Juice Bars & Smoothies, Organic Stores, Vegan, Restaurants","Monday"
"20425","1Y7fiWCRXZh7wZ_0f5nJMw","Robeks Fresh Juices & Smoothies","1211 E Kennedy Blvd","Tampa","FL",33602,27.950037,-82.44718,4.5,8,1,"Food, Acai Bowls, Juice Bars & Smoothies","Monday"
"20427","0drpRPpYFGURvX_kbdPiCA","Starbucks","715 South Howard St","Tampa","FL",33606,27.936264,-82.483189,4,47,1,"Food, Coffee & Tea","Monday"
"20429","a8oWlJx_fxapvRXZaVGJBA","Ewire Solutions","14511 Farm Hils Pl","Tampa","FL",33625,27.9958057,-82.5652643,4.5,6,1,"Home Theatre Installation, Security Systems, Heating & Air Conditioning/HVAC, Lighting Fixtures & Equipment, Electricians, Contractors, Home Services, Home Automation","Monday"
"20430","FpSNQcN5oHVAV9J-GIvIqw","Visionworks","14901 N Dale Mabry Hwy","Tampa","FL",33618,28.085087,-82.50451,3,38,1,"Shopping, Eyewear & Opticians, Optometrists, Health & Medical","NA"
"20431","O5-cDB6Ge83tcKNnpVc5pg","Meineke Car Care Centers","606 E Brandon Blvd","Brandon","FL",33511,27.938142,-82.276859,4.5,22,1,"Automotive, Oil Change Stations, Tires, Auto Repair","Monday"
"20435","2iCZNSHDGBxs_fMzb9aYjA","Ricky's Apollo Beach","6520 N US Hwy 41","Apollo Beach","FL",33572,27.7715302,-82.3904458,3.5,52,1,"American (Traditional), Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars, Sports Bars","NA"
"20437","PJ_n5QkoQUX8bhOgonGW2Q","El Chuzo Bbq","7101 N Armenia Ave","Tampa","FL",33604,28.0130713,-82.4846602,4,60,1,"Latin American, Restaurants","NA"
"20438","itUApK7C-MijY9RGChrXCQ","Cakes Plus","804 S Dale Mabry Hwy","Tampa","FL",33609,27.935427,-82.5050934,4,63,1,"Custom Cakes, Cupcakes, Food, Bakeries","NA"
"20440","eFBvIX6wux0CFkhnBeFcoQ","Domino's Pizza","2316 E Fletcher Ave","Tampa","FL",33612,28.0696799,-82.4314408,2.5,29,1,"Restaurants, Chicken Wings, Pizza, Sandwiches","NA"
"20445","lgmcnMeYQrBasT9HMinkqg","FR Bottle Shop","1937 W Brandon Blvd","Brandon","FL",33511,27.9367593259,-82.3158595743,5,68,0,"Nightlife, Bars, Beer, Wine & Spirits, Beer Bar, Food","NA"
"20446","bxKCAiH9jhalQiAjD9KO8A","FitEx Meals","1906 N Himes Ave","Tampa","FL",33607,27.9588179,-82.5017499,4.5,12,1,"Health Markets, Food Delivery Services, Food, Specialty Food","NA"
"20447","Sut7aCxnK2ym67BhmhRjvg","Autism Awareness Shop Thrift Store and Vocational Training","2908 W Hillsborough Ave","Tampa","FL",33614,27.9956335,-82.4894257,4,17,1,"Thrift Stores, Occupational Therapy, Health & Medical, Shopping","NA"
"20450","_ljJVKMq72ingHuD6LnCuQ","Economy Rent a Car","4935 W Nassau St","Tampa","FL",33607,27.9543284602,-82.5280031179,1,7,0,"Car Rental, Hotels & Travel",NA
"20451","63M3cXwALoUozKK7ruYqYA","American Integrity Insurance","","Tampa","FL",33609,27.9407591,-82.5104655,1.5,19,1,"Financial Services, Home & Rental Insurance, Insurance","NA"
"20452","T-fj5vSoZN-KSE47jtCA3g","Anthony's New York Style Pizza","12041 Anderson Rd","Tampa","FL",33624,28.0598068,-82.5416956,3,99,1,"Pizza, Restaurants","NA"
"20453","ZMBPz6svyatROq-plhM9Xg","Rooms To Go-Brandon","1821 W Brandon Blvd","Brandon","FL",33511,27.9367532,-82.3140712,2,40,1,"Home & Garden, Mattresses, Home Decor, Shopping, Furniture Stores","NA"
"20454","DpKkRCS2ZhwMhNOvHxs0Eg","Central Firearms","3810 W Osborne Ave","Tampa","FL",33614,27.988533,-82.506281,3.5,6,1,"Fashion, Active Life, Gun/Rifle Ranges, Shopping, Guns & Ammo","NA"
"20455","TcWsoQafSTRa3Ke2auMAPQ","The Shop Salon","3638 W Kennedy Blvd","Tampa","FL",33609,27.944405,-82.5030579,5,27,1,"Hair Stylists, Beauty & Spas, Hair Extensions, Hair Removal, Hair Salons, Waxing, Blow Dry/Out Services","NA"
"20456","hExi86DTBlmIhB2FLvqrHg","On Swann","1501 W Swann Ave","Tampa","FL",33606,27.9374616,-82.4751492,4.5,1291,1,"Desserts, Restaurants, Bars, Nightlife, American (New), Food","Monday"
"20457","i7k-gVxU5Jjca3MCNSL4Sw","Pei Wei Asian Diner","4100 George J Bean Pkwy, Ste T7, Terminal A","Tampa","FL",33607,27.9767174208,-82.5320631102,3,69,1,"Asian Fusion, Chinese, Nightlife, Restaurants, Bars","NA"
"20460","Ueb8isyTZyRycKJV1CjNlA","Firehouse Subs","2617 W Kennedy Blvd","Tampa","FL",33609,27.9449820048,-82.4875799155,3.5,35,0,"Delis, Fast Food, Restaurants, Hot Dogs, Sandwiches","NA"
"20462","ws01SQiRJtmwZuE9wF7Dgg","FedEx Office Print & Ship Center","8206 Citrus Park Dr","Tampa","FL",33625,28.0655941,-82.5732757,3.5,12,1,"Printing Services, Shipping Centers, Local Services, Professional Services, Notaries, Signmaking","NA"
"20463","L5LLN0RafiV1Z9cddzvuCw","Ulele","1810 N Highland Ave","Tampa","FL",33602,27.9601605512,-82.4625296518,4,3064,1,"Breweries, Food, American (New), Beer, Wine & Spirits, Restaurants, Seafood","Monday"
"20464","JKVkKGEbneNahfO2nEIF1g","City Side Lounge","3703 Henderson Blvd","Tampa","FL",33609,27.9353787,-82.5040816,3,38,1,"Lounges, Bars, Dance Clubs, Nightlife, Gay Bars, Karaoke","NA"
"20468","fzYu9Rh-oqlg95QzkbIO0A","Taps Restaurant Bar & Lounge","777 North Ashley Dr","Tampa","FL",33602,27.9501068,-82.4602853,3.5,334,1,"Food, American (New), Tapas/Small Plates, Mexican, Wine Bars, Restaurants, Gastropubs, Nightlife, Bars, Beer, Wine & Spirits, Tacos, Sandwiches, Cocktail Bars","NA"
"20472","kB3tUxcsiRv1iVCfByPmow","Civil Axe Throwing- Tampa","1517 E 9th Ave","Tampa","FL",33605,27.961494,-82.442256,5,6,1,"Active Life, Axe Throwing, Event Planning & Services, Team Building Activities","NA"
"20475","_1Ep7fi7vCY3J2rz6YGQmw","The Vineyards Trattoria","250 Apollo Beach Blvd","Apollo Beach","FL",33572,27.7712526,-82.3951368,4,154,1,"Italian, Restaurants","Monday"
"20476","5sb1iDBajkpV3-hmF5EOnw","Latitudes Apollo","131 Harbor Village Ln","Apollo Beach","FL",33572,27.7509145,-82.4124859,4,175,1,"American (New), Bars, Nightlife, Restaurants","NA"
"20478","2FIMMCgpJyxRa3mVmFYn3A","Franklin Manor","912 N Franklin St","Tampa","FL",33602,27.9517692,-82.4600275,3.5,200,0,"Nightlife, Restaurants, Cocktail Bars, Event Planning & Services, Bars, Gastropubs, Venues & Event Spaces, Lounges, Music Venues, Social Clubs, Arts & Entertainment, Beer Bar","NA"
"20480","4lzHxQqCrp0m9mV6jKxRKw","Tampa Bay Smile Makers","4208 W Bay To Bay Blvd","Tampa","FL",33629,27.9195807,-82.5146122,4.5,6,1,"Oral Surgeons, Health & Medical, Cosmetic Dentists, Dentists, General Dentistry","NA"
"20481","h6v5Tgs6Wa97_XoureEkGw","Olive Garden Italian Restaurant","2602 W Brandon Blvd","Brandon","FL",33511,27.940554,-82.324647,3,168,1,"Italian, Bars, Soup, Wine Bars, Salad, Restaurants, Nightlife","Monday"
"20483","ppTEFITIx0DIipyupCA_NQ","Premier Parking USA Tampa Airport","5015 W Hillsborough Ave","Tampa","FL",33634,27.9969066,-82.5293325,1.5,93,0,"Automotive, Transportation, Parking, Airport Shuttles, Hotels & Travel",NA
"20484","s0OjzVZjRq_MDBOWv_Z9Dw","Face Love Beauty Lounge","14814 N Florida Ave","Tampa","FL",33613,28.0837685,-82.4602079,5,6,1,"Eyelash Service, Permanent Makeup, Beauty & Spas, Waxing, Eyebrow Services, Skin Care, Hair Removal","NA"
"20485","ZBdkOVCP1tDY-ODpJOmMaA","Square 1 Burgers & Bar","3701 Henderson Blvd","Tampa","FL",33609,27.9354248,-82.5043977,4,284,0,"Nightlife, Bars, Burgers, Food, Restaurants","NA"
"20487","HNXpuOxyh9XPm9sM98Ao3A","Cappy's Pizzeria","3200 W Bay-to-Bay Blvd","Tampa","FL",33629,27.9195379,-82.495474,4,153,1,"Pizza, Restaurants","NA"
"20489","tGnRCFvDip0lerDKtRSa6A","Downtown Dogs","1631 W Snow Cir","Tampa","FL",33606,27.9360524618,-82.4765828871,4,37,1,"Pet Stores, Pets","NA"
"20492","QUm7JCEnlanMndUSzyDVLQ","Publix Super Market - Tampa","5450 E Busch Blvd","Tampa","FL",33617,28.0335361066,-82.3947351426,2.5,21,1,"Grocery, Food",NA
"20493","jkE-WnAES6wFLbH5GEWsYQ","BT To Go","3215 S MacDill Ave","Tampa","FL",33629,27.9169829105,-82.4942259863,4,94,1,"Food, Specialty Food, Ethnic Food, Vietnamese, Restaurants","NA"
"20494","cvOhl8GwcBTz1pQ7HrI1Mg","Rover Done Over Mobile Pet Grooming","","Tampa","FL",33604,28.0207540508,-82.4660721767,5,17,1,"Pet Services, Pet Groomers, Pets","NA"
"20499","GAz37bfYB2mg2tn2CYel7A","Hot Wax Glass South Tampa","410 N Dale Mabry Hwy","Tampa","FL",33609,27.9488618,-82.5060663,4,14,1,"Shopping, Fashion, Tobacco Shops, Vape Shops, Head Shops, Department Stores","NA"
"20501","jHtqYimdAVzlZEtmmoLY7w","211","211 N Tampa St","Tampa","FL",33602,27.9459679076,-82.4575900706,3.5,32,1,"Restaurants, American (New)","NA"
"20503","E6G59qYgnP4p8QmWz-fjWg","Holiday Inn Express Tampa-Brandon","510 Grand Regency Blvd","Brandon","FL",33510,27.9464464,-82.3266552,4,27,1,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"20504","LmsFBarEMorpSyw2vEwRAA","Magdalena's Pizzeria","2313 W Linebaugh Ave","Tampa","FL",33612,28.0403705,-82.4808789,4.5,178,1,"Pizza, Italian, Restaurants, Filipino, Chicken Wings, Salad, Desserts, Sandwiches, Food","Monday"
"20508","_L7J17x-lh4OSxvluqrP7Q","Cracker Barrel Old Country Store","6150 Lazy Days Blvd","Seffner","FL",33584,28.0067,-82.3053664258,3.5,120,1,"Southern, Comfort Food, Food, Event Planning & Services, American (Traditional), Caterers, Restaurants, Desserts, Breakfast & Brunch","Monday"
"20512","LejMqzvUAz_pnf90OOBLkw","Hey Giant","6607 Florida Ave","Tampa","FL",33604,28.0079298,-82.4593,4.5,52,0,"Bakeries, Tutoring Centers, Food, Pop-Up Restaurants, Restaurants, Education","Monday"
"20514","LzzGU_tzKh7I3mL98c8unw","Speedshine Express Car Wash","6905 US-301","Riverview","FL",33578,27.8811024078,-82.3271172563,3,11,1,"Car Wash, Automotive",NA
"20515","QaUTW4KRdP60mnqgNpoEww","The Passport Office Tampa","1111 N Westshore Blvd, Ste 206-A","Tampa","FL",33607,27.9536705,-82.5234085,3.5,6,0,"Hotels & Travel, Professional Services, Travel Services, Passport & Visa Services, Legal Services","NA"
"20516","gCxY8JFIR8Hdthg8fmLX6Q","Hair Cuttery","12109 W Linebaugh Ave, Ste 206","Tampa","FL",33626,28.0568076,-82.6241176,4,19,1,"Hair Stylists, Men's Hair Salons, Blow Dry/Out Services, Hair Extensions, Hair Salons, Beauty & Spas, Cosmetics & Beauty Supply, Shopping","Monday"
"20517","zBnFuwKUAKg-SLOShGUaLw","Lake Jewel Farms","15305 Race Track Rd","Odessa","FL",33556,28.092359,-82.610748,5,6,1,"Home & Garden, Landscaping, Arts & Entertainment, Farmers Market, Shopping, Food, Gardeners, Irrigation, Nurseries & Gardening, Home Services","NA"
"20518","Z0Bn-FdyZmXHBh8qQe9JLw","Tnt burger","7206 N Dale Mabry Hwy","Tampa","FL",33614,28.0148118978,-82.5055211025,4.5,26,1,"Food Trucks, Restaurants, Burgers, Fast Food, Food","NA"
"20520","AwPzHlq-2e5NeMRTrXbzig","Bob's Carpet & Flooring","1335 W Brandon Blvd, Ste G","Brandon","FL",33511,27.9371674,-82.3047559,3,9,1,"Home Services, Home Decor, Carpeting, Building Supplies, Home & Garden, Shopping, Flooring, Tiling","NA"
"20521","0gc_jSf6DfaTE8dqC4-eUw","Bay Area Physicians Surgery Center","6043 Winthrop Commerce Ave","Riverview","FL",33578,27.892521,-82.315511,3,8,1,"Health & Medical, Cosmetic Surgeons, Gastroenterologist, Doctors",NA
"20524","SA-lp8HJOh8km9sZJsJnfg","Classy Nails Of Tampa","3607 W Waters Ave","Tampa","FL",33614,28.0268677,-82.5019024,4.5,41,1,"Waxing, Beauty & Spas, Hair Removal, Nail Salons","NA"
"20525","3El9oxlljsNOs0so1LowWA","Great Wall Chinese Restaurant","603 N US Hwy 41","Ruskin","FL",33570,27.7234864,-82.4334319,4,33,1,"Restaurants, Chinese","NA"
"20527","ZJDX6Kln_-Ks0IUq9B3UPg","Hush Studio Salon","4000 W Kennedy Blvd","Tampa","FL",33609,27.9445192009,-82.510061536,5,10,1,"Beauty & Spas, Hair Salons","NA"
"20530","RI3RRpszO8ELPuxk3byS_w","Al’s Barn","3410 S Kings Ave","Brandon","FL",33511,27.8927877,-82.2936505,5,5,1,"Food Trucks, Food, American (New), Restaurants","NA"
"20532","PQlosopQigDZNPzcQytabw","Wendy's","2110 Bloomingdale Ave","Valrico","FL",33596,27.8939923087,-82.2493927366,1.5,19,1,"Fast Food, Burgers, Restaurants","NA"
"20536","-x4rcdWrlNlSYV-zkWedtg","Rooms To Go","1720 N Dale Mabry Hwy","Tampa","FL",33607,27.9582603,-82.5061509,1.5,76,1,"Shopping, Furniture Stores, Home & Garden","NA"
"20537","Ie2wR5qB6IvBwBO6f72KLg","Pinnacle Detailing Service","10619 Cape Hatteras Dr","Tampa","FL",33615,28.0012526,-82.609589,5,5,0,"Car Wash, Automotive, Auto Upholstery, Home Services, Auto Detailing, Pressure Washers","NA"
