"text","sentiment"
"This is the worse fucking Taco Bell ever. I'm sorry to be so blunt. Who ever is making the order doesn't care or doesn't know how to read. I hate sour cream, always say NO sour cream. 2 chalupas 2 tacos no sour cream. I don't live 5 seconds away. The whole thing in the garbage. This is not the first time. Will not go back to this place. Either you are trying to ruin this persons business, or you don't care, or you can't read. But I'm done with TB at waters.",-0.8791
"When this restaurant is the only one  with no wait, that should be the first red flag. But, with a toddler, desperate times call for desperate measures. At just before 6pm on a Saturday, we walk into a half seated restaurant.  It takes some time to get service. Good news, we're able to decide on EVERYTHING we want. Everything gets ordered and the wait begins. Our appetizer comes first, before the drinks. Our pretzel that looked like it came straight from the box to our table was 2nd red flag. Again, we're hungry. We deal. Still no drinks. I go to the bar to find out what happened to them, as our waitress was no where to be found. After several minutes of standing at a very (dirty) backed up bar, I am acknowledged and able to place my order. Again. A few more minutes pass and finally our drinks! 
Now, we wait some more. After over 45 minutes of waiting our dinner arrives. 2 cheeseburgers and a kids grilled cheese. I did not even have a chance to look at our meals, as I was too busy examining the grilled cheese. The brioche bun was inside out and the cheese was not melted, at all! Coated in grease. We were done. I sent back the grilled cheese (still no waitress) and asked for that to be taken of the bill. At that time another (Godsend) waitress overheard, apologized and told us not to worry about anything. We had to go to the food court to feed our daughter! A complete waste of time. Thankfully, no money!",-0.5348
"It was honestly super disappointing. They got the order wrong even though we were the only people there. I expected much more. Very bland and not seasoned well at all.",-0.0552
"I've been at this location on Fowler avenue several times and the food is far inferior to your typical Tijuana Flats with smaller portions and the inside of the restaurant is always dirty. So yes the food in this location normally is horrible but the reason for this review is because the lady working the register Sunday afternoon was so rude to a family that walked in without masks. The lady working the register shouted across the entire restaurant so that everyone stopped what they  were eating and doing and she yelled ""don't come in here without a mask on"" The family of 4 walked back out to their vehicle got masks came back in and as they were placing their order she said to the mom/wife ""you need to cover your nose or we will NOT serve you! "" The entire restaurant was embarrassed for the family!!!! Horrible lady, horrible representation of Tijuana Flats and the worst part about the whole thing is that the other lady working with her laughed when she said it and the family was so embarrassed that they left. This kind of behavior should not be tolerated or allowed. I'll never eat it this location and hopefully anyone that reads this review will not support this location just out of principle. My wife and I got up and left along with another couple that was sitting across the room. I let the employee know when we left that what she did was nasty and uncalled for and no family deserves to be talked to like that & it's costing the people paying her paycheck business. She replied ""whatever bye"" If the manager of this location is concerned about their business income or the reviews that come in hopefully they read this and fire the two extremely rude & unprofessional employees that were working Sunday afternoon at 3:45 PM on November 15, 2020",-0.9934
"Went here on an off chance and it was the worst.  The steak tacos was nothing short of what I can compare to thin sliced very fatty cheap ""cheese steak"" type meat.  It was flavorless and greasy. They put so much sour cream it made the whole plate of tacos soggy to the point I couldn't separate the tacos from each other so I threw the whole thing out.  

Would not recommend.......",-0.4767
"I love my Chipotle burritos but I have had to stop going to this restaurant - Why? Because even though there are signs at the entrance saying the county requires face masks because of the Covid-19 pandemic, customers are allowed in without them. Not just to pick up an order from the cashier, which would be quick and maybe not that much of a risk to everyone else, but to stand in line and then at the counter a foot away from the almost completely unprotected food prep area. Florida has emerged as the top hot spot for this pandemic in the last few weeks, setting new records almost every day. If people want to ignore that and kill themselves, great, go for it. But I'm not willing to die because of their stupidity, and because of Chipotle's lax and irresponsible behavior.",-0.9022
"Inattentive staff, confused setup. Friday night and they are OUT OF CHEESE. That is like a Chinese restaurant with no rice. 

 
The place is dead.  A Tampa institution is no more. Pitiful.",-0.8999
"I have to say I'm a bit disappointed in this Vallarta's location. We've given them numerous chances to get it right. We've overlooked frequent bouts of food poisoning, explained away bad service, and tolerated inconsistent pricing when checking out. However, last night was the last straw for us. 

I stopped by for takeout and upon reviewing my bill, I noticed a ""take out fee"".  Now, to be fair it was only a dollar, it it's the principle. Do you charge eat-in customers fees for to-go containers?  No.  Come on guys...don't penalize your to-go customers. Containers are part of ""doing business"". 

It may be minor to most, but enough is enough.",-0.6956
"I just had the worst experience this weekend at Vallarta's.  I've only been there once before and the food was ok so I thought I would try it again.  I ordered chilles rellano and I was given a big slop of cheese with a slice of a pepper buried underneath.  The refried beans were so microwaved that they melted in with the cheese.  Not to mention that we waited quite a while to even get water from our waitress while the table in front of us was tended to multiple times thoughout the evening.  When I told the waitress I was not happy with the food and questioned why I only got a slice of a pepper she said thats what you ordered; no I did not order a slice of a pepper the size of my pinky smothered in cheese.  Also, the salsa tasted like pure tomato sauce with some hot pepper.  Never did a manager come to our table to speak with us and the fellow at the register didn't have much to say either when I paid for our drinks.  I don't think I will be going back to Vallarta's which is a shame because I do like Mexican food!",-0.8312
"I ordered two burritos Togo. Midway through eating mine I realize I'm chewy on something crunchy that doesn't appear to be food. I pull it out my mouth and see that's it a dead leaf from outside. How does leaf get into my burrito? This blows my mind. Never going here again:(",-0.6486
"Gave me the wrong food ordering through door dash. Worse experience ever, it didn't give me what i asked for but it still had the right things on the receipt. What a damn shame i'm flabbergasted. Do better taco bell do better.",-0.4767
"Mexican food is supposed to be two things: inexpensive and flavorful. This is not that. Tacos are tiny and street corn is just gross. 0/10 would not recommend.",-0.6381
"Absolutely HORRIBLE! I Placed an order at 3:30 online and paid for it for pickup at 5 pm. I received a confirmation that my order was received and low and behold I get to the restaurant at 5:30 and the response is that the order has not come up yet. I am then asked for my confirmation and I state that they can just cancel the order if I have to go get my confirmation. She allows me to go all the way back to get my phone KNOWING they can't cancel the order. A bunch of INEPT ASSHOLES. I am extremely disappointed and will be sure to NEVER visit them again.",-0.9481
"Horrible prices they dont taste the same no more they tasted better when they were cheaper last time I go to this place",-0.3687
"I'm not sure I've ever given 1 star, but this was that bad. Zero meat in the Barbacoa taco, 5% meat in the duck taco, sufficient meat in the carne asada taco, but it was absolutely cold. $26 for 5 street tacos and a soda, and left hungry. Man, do I so miss Texas!",-0.848
"Leaving this restaurant, all I could think is how the heck do they have 4 1/2 stars?!

I mean, we basically knew how the meal was going to turn out when we got chips and salsa. The chips were almost inedible they were so think and hard, and we only got a tiny dish of salsa for a table of four.

It took a bit for our food, but not an unreasonable amount of time, but our meals came out one at a time. No one at the table was impressed. 

I got the fish tacos and they didn't have much flavor and were very dry. No sauce or sour cream or anything like that to cut the dryness of the lettuce, cilantro, and onion. The tortillas basically fell apart just by being picked up. 

The chicken flautas were also a disappointment. The chicken was dry and lacking flavor. Topped with lettuce, tomato, and very little sour cream. The rice and beans that accompanied them was not hot and lacking flavor. 

The mole enchiladas were okay. They were served open faced, not rolled like I've had elsewhere. Once again, rice and beans not hot and lacking flavor. 

And finally, after we got our meal, our server didn't even ask us how our meal was or ask if we needed anything else.",-0.0833
"Horrible horrible horrible...
Over priced... and servers want a tip before you taste the food...
Small portions and 3 inch tortillas

Corn was old at 12 noon.
Taste was not authentic Mexican food..  

This place will go under soon.",-0.7717
"Got the enchiladas rancheros which is supposed to be enchiladas with the beef on top and cheese inside and a guacamole salad

The enchiladas beef was ok but was luke warm and the enchilada shells were stale also the plate was flooded with fake gas station greasy cheese then the salad was walmart bought bag lettuce with a slice of tomato and walmart bought guacamole that you squeeze out of a bag . The only good thing was probably the water also that atmosphere was dirty dark and cheap",-0.2023
"Terrible!!! Very, very tiny portions! Menu should state very clearly these are not full size tacos. They were ridiculously tiny, two bites & they're gone! Very over priced for such tiny, tiny, tiny portions. Flavor & presentation nothing to write home about either. I felt very taken advantage of, will not be back!!!",-0.3392
"I was excited to try this place so I placed an order. Then I saw 2 guys cooking with no gloves on. No masks either but no gloves??? throwing tortillas on the grill, hand scooping the cheese with their bare hands. Very disturbing. I asked the cashier girl Mandy if they're not required to wear gloves while cooking and she responded ""it depends"" I quickly asked for a refund. The website doesn't have a number to call and talk to anyone so here I am.",-0.6968
"This is the third time I've ordered Chipotle from this location in a row via delivery service and not gotten the correct items. One veggie bowl and one cheese quesadilla kid's meal. AGAIN, no apple juice or kid's chips. $30 and NEVER get my whole order. Ill not be using this location again. I don't have money to waste.",-0.7783
"Listen when this place opened my kids liked it, great food, the great staff I haven't been there in a minute. so I needed to stop by since my kids liked their food all the other times never walked out of their unsatisfied. Tonight lord the young lady was one of the horrible people I have ever encountered working in an establishment that serves customers all day. She was so rude and disrespectful and her little friend/sidekick too. Well, the owner Tom you need to do better who you allow working at your business cause some people will run it to the ground. This young lady deliberately served me uncooked chicken wings which are food poisoning which now my child got sick from due to the negligence of this rude miserable lady!!",-0.8336
"Got the nachos. Stale chips and cold meats. Not good. Service seemed untrained. Not recommend at all. Will never go back.",-0.5448
"HORRIBLE! Very rude towards us and one other elderly woman that was in the store. Majority of items were out of 
stock at 1 pm. They sold us 2 soda fountain drinks knowing the machine was out of ice. 
I asked for steak vs ground beef. My ""steak"" was little balls of chewy meat that I ended up spitting out & not eating. The guacamole that you pay extra for is store bought, disgusting, tasteless ""baby food"" purée. 
The elderly lady that was in the store with us apparently wanted a crunchy fish taco. She got a flour tortilla, not knowing what is was. She asked where the taco was & where the fish was. I saw it. There was like 2 1/2 crumbles of fish. When she asked her questions & showed it to them before she had even taken a bite, they made her feel stupid by saying you pick up the flour circle and then you'll have a taco! Never in my life have I seen an elderly person treated so disrespectful. 
Oh and as I said, it was just my bf & I, and this elderly woman. We ordered tacos & nachos. Took FOREVER! 
And the place was filthy. Every table was dirty & wobbly, the drink station was dirty & the bathrooms were dirty. I informed them that the women's room was out of paper towels. We were there for an hour (mostly waiting on our food) and nobody went into the bathroom to replenish paper towels while we were there & none of the tables were washed down. Once we picked up our food order & sat down, the staff disappeared behind the wall. One man peeked out momentarily obviously chatting on his phone. 
Do NOT go to Hillsborough & Orient location. I'm hesitant to try another location now despite Guy Fieri's recommendation!!",-0.9776
"Walked in and female host was rude immediately. Refused to sit my group of 8. Place was extremely empty. We asked to sit outside and she said she couldn't do that but she could sit us inside. She was unprofessional and rude. Bad employee. I've been here 100 times. Won't be back, I'll take my group of 8 elsewhere happily. 

Let me know when she's no longer working there. I'll start coming back. What a joke. Rude lady.",-0.9472
"Went here the other day for the first time and the manager ""Ron"" has a serious attitude problem. Was told by him ""I didn't want my food"" when I didn't hear my name being called. When confronted about the comment he complained about being there ""all day."" (He only worked almost 8 hours, how embarrassing) The food was decent but will not be returning as long as they condone a manager who acts like that.",-0.0286
"My daughter was in there 8/26 and she has severe breathing problems and chooses to not wear a mask because it interferes with her breathing. 

Employee told her she had to wait outside and could not enter the premises. 

You should have your employees read and understand the City of Tampa Executive Orders and pay close attention to the exception section. 

https://www.tampagov.net/sites/default/files/public%3A/additionalfiles/2020-30eo.pdf",-0.6908
"Visited during the COVID-19 pandemic. They have their dining area closed but are taking online and takeout orders. I tried to get their website to function so I could place our order there for pickup however I cannot get any area for special instructions for each order. So I opted to call however they will not take orders over the phone.  Get the fact that it ties up their staff however especially in a time such as this it would be helpful. I got frustrated and we just went there and ordered in the restaurant. They are busy busting through online and pickup orders so it's slower going in and ordering but until the fix their online to where you can add notes and special requests that's my only option. Ordered my usual veggie quesadilla and my daughter got the kids meal with a side of queso. Get home and disgusted by the food quality. Just amazed since this is unlike Chipotle! My quesadilla is soggy AF and just greasy too. Yuck! My daughters queso was so watery and had no flavor. Wth. Want to support local business during this time however very disappointed with the quality of food here.",-0.5681
"Can you say salt? The chips are so salty that you will need a gallon of water to wash it down

The salsa is terrible

The taco was marginal

Even the chicken tortilla soup tasted like a salt lick

The music was also terrible

This place was a WASTE of time and mone",-0.8038
"The food I ordered !!!  god !!!!  It was very bad.  the meat, the rice, the fried beans, all with very little taste very badly cooked.  I love Mexican food, I couldn't eat the meat because it didn't taste like anything.  The giant quesadilla ... was not giant ,, very disappointed ... I have eaten in Mexican restaurants and they serve you so much food that sometimes you can not eat all ... I do not recommend anyone to order food from there to  Unless you go to the place and can claim your rights.  ... and it is not something that would have mattered to me if the food had been good but I feel that it has been the 50.00 dollars more wasted in my life. In",-0.8571
"It sucks I have to leave a bad review but Taco Bus is not the same anymore . I used to eat here sometimes twice a week but it's just gone downhill. The food just doesn't have the same fresh quality and you can tell. My husband and I got vegan steak strips and they were over salted which we ate any ways. But it gave us bad stomach aches the rest of the night.",-0.8126
"Had never tried Gallito and was craving some tacos so I ordered some quesabirria tacos and esquites to go... it was probably the most disappointing meal I've ever bought.

Tacos were tiny and cold, the ""chili beef consommé"" was almost clear and flavorless. The Esquites (street corn) was a big greasy mess, and the corn looked brown? You'd think with all the toppings it'd have some flavor, but it did not. Won't be ordering from here again.",-0.3276
"Small portions, big prices, taste flavorful; everything is a la carte so plan out spending accordingly; no meals",-0.296
"Very disappointed. Came at 9:44 am on 5/11/2021 to this location and the employee (not in uniform)  was outside and kept telling everyone that they were NOT open.  I don't ever leave reviews like this but y'all need to seriously get it together and hire people who actually WANT to work.  I took time out  of my way to get food before I have to work a 10 hour shift and now I get to work hungry because of lazy staff . Lazy lazy lazy ! Get it together and BUCK UP!",-0.9254
"WARNING!!! Do NOT go this place! Most disgusting place I've ever been. 
The guy who cooked food was outside smoking and talking on the phone. The girl who took order was rude. No professionalism at all. The place was empty but nobody cared to clean. We couldn't find any clean table. Every single tables were so dirty. We had to clean the table and chairs ourselves. Floor looked like nobody ever cleaned before. Drink fountain was so dirty as well as salsa sauce stations. Flies were everywhere. Burrito was warm only in the middle and rest was cold and some pars were frozen! This place needs to be shut down before people get sick. STAY AWAY FROM THIS PLACE!!!",-0.3092
"Don't go by the pictures ...The bowl you actually get (at least mine when I picked up) is what physicists would consider a good representation of the known universe...A little bit of matter but mostly filled with Dark Matter that cannot be seen  or eaten but they still charge you for it ..If you are a normal human being go to chipotle and get their bowl...That's shit too but it's cheaper",-0.597
"We were sitting in a line for about 25 minutes then the drive thru attendant just stopped taking orders. I just assume they went to hide while there was a line out to the road in the drive thru. Every time I've come to this location it has been less than subpar service. They're rude and unaccommodating. This place should just shut down until they find some people worth a shit to run the place. I work in food, so i understand to a degree, but it's not that hard to take orders.",-0.4949
"This place is absolutely horrible do not eat here. They have absolutely no caring for the customer or the food they are preparing. I knew they were going to be busy on Cinco de Mayo so I placed an order at noon time for 645pm pick up. I got there around 6:40 PM and was told it would be another 20 minutes. I couldn't wait because I had to run an errand before 7:30 PM so I left and came back at 7:45 PM. When I came back they still didn't have my food prepared and I had to wait about 10 minutes. Finally I got my food and got home. Unfortunately when I got home I discovered that they had put lettuce tomato sour cream cheese and everything that I had requested to be left off still on the tacos so basically I had no edible food and my entire Cinco de Mayo food was ruined. I tried to call the restaurant numerous times and no one picked up. I will be going back to get a full refund for my food tomorrow. This is ridiculous and I definitely will never eat here again.",-0.8805
"This is the most disgusting restaurant I've ever been to. I try not to write bad reviews but this place was awful!  I've been to other taco bus locations and the food was great but this was my first time trying this location and I must say I was highly disappointed.  When I first walked into the place, the door and the floor was extremely sticky. It literally felt like they mopped the floor with syrup lol. Then the food was less to be desired. The flavor was awful and was packed full of grease. So greasy that the tortillas were soggy.  They were also out of chicken, and no fried foods, so I had to change my plans of what I wanted to order.  I ended up ordering a quesadilla and my friend ordered tacos.  Both horrible. Once I got my food, I went to the salsa bar to get some to go sauces and there were 2 lizards on the salsa cups and stands the cups were in.  Honestly I'm not surprised this place hasn't gotten fined yet because it was very dirty. I figured since it was in a high traffic area the food would be good but I was wrong.  I will never come back to this location.",-0.6471
"I grew up in this city. I use to frequent this place all the time growing up through High School and College. Whoever franchised this place! You ruined the quality control and value of what this place use to be! People who sell out for profits over quality and their legacy get on my nerves. It's alert of why so many locations fail and people lose their jobs. Greedy owners who franchise and lose the value and quality of the concept all together. It pains me to say this but I absolutely DO NOT recommend. You should try other places full of flavor and heart, this place has gone completely down the drain!",-0.8185
"They set a world record for longest wait time. Literally every time, it's at least a 15 minute way. It's ridiculous. Don't go here if you're hangry. Or ever.",-0.3612
"Awful.. the blonde at the drive through is obnoxious, I asked two simple things when I got the $5 box, no cinnamon twists, chips instead and no beans in the burrito. I guess working at taco bell is pretty hard since it was the complete opposite of what i asked.. last bummer was when I went to drink the coke, no flavor just the bubbles.",-0.8126
"I've explored a lot of mom and pop shops around this area so I thought I would try this location since I love Mexican food. Seems to be family owned so I thought I would support it. I've been here twice so far but I don't think I'll go back. On my first visit I tried a taco special and for the meat I chose chicken. The chicken to me was low quality. I wanted to give them the benefit of the doubt so I tried them a second time. I ordered Nachos and a quesadilla. The nachos had low quality ground beef and a drop of queso, saddest nachos I've ever had. The quesadilla was just meat or at least all I could taste and was almost burnt. I didn't realize it only came with rice OR beans so when I said chicken quesadilla with rice and beans they charged extra. $3 extra for a small amount of rice.... WHAT? This place is terrible and I would not recommend at all. I really wanted to support them because they are family owned but I cannot due to the quality of food and the price they charge for it. This is the worst Mexican restaurant I've ever been to.",-0.9459
"Inconsistent management. Disappointed at how I was treated at my list visit on 12/14/21 after being a regular.",-0.4767
"Passed by at 12:34AM after working a 12 hr shift at the hospital. Drove all the way to this location because on the app it said open till 2am I go to drive up and an employee is standing outside waving at me saying they're closed. I reply ""the app says you close at 2"" he replied ""we close at 1"" I said ""it's 12:30"" and he said ""we have to start getting ready to close"" before I was a nurse I worked fast food and retail and I don't ever remember denying someone anything because they came in 30 mins before closing. Definitely will not be coming back to this location which sucks cause it's one of the nicer ones. Maybe it's the hangry nurse talking but I was really upset at how this gentleman spoke to me.",-0.1334
"I came here based upon Yelp reviews. Was surprised how poor our experience was.

Server was unfriendly as can be, never cracked a smile and barely spoke. 

I don't understand the 4 star rating. I work too hard to waste my hard earned money at a place that is obviously concerned with food cost over value. For example, the chicken nachos had 3 tiny bites of chicken. The steak burrito had shaved pieces of beef, at most 1.5 ounces of beef in the burrito. They fill the burrito with cheap rice and canned black beans, and add cheese sauce so people believe they are getting a good value due to its size. The food cost on that burrito is barely even 10%. My Dad owns a restaurant in the Florida Panhandle, his food cost is almost 40% and it shows. I know what I'm getting when I dine out and can handle things not being perfect, I care about entrepreneurs trying their best in hard times. I don't like when I see something like this. Cheap ingredients that are overpriced is not the right way to do business.",-0.7754
"*Long rant post* 

Absolutely annoyed beyond belief with the Capital Tacos quick service located within Tuva. 
My fiancé ordered a kids quesadilla meal, an order of chips and queso and one monster quesadilla with chicken. 
There were 4 people ""working"" at the time the order was placed, one person waiting for their food, and one person ahead of us to order. 
As a quick service food option, the service was not quick. As in, my 5 year old had enough time for us to get the smallest jerimiah ice and eat the entire thing before our food was ready, slow! 
My fiancé took the food. He did not check it. That's on him/us because I didn't mention it either. Regardless of him/us not checking it, all of our items should have been there. They were not. Since he had to be to work in Lakeland by 3, he did not have time to go back over and deal with it. 
I called there 3 times prior to leaving to go back down there, Immediately upon getting into the house and seeing that there was food missing. No answer, the phone rings and rings and rings and there is no voicemail or option to leave a message. 
Once I got back to Capital Tacos with my five year old, I brought all the food back in and set it on the counter. Two employees stared at me and then proceed to go about their business of I'm not sure what as there was no one waiting for food, no food being cooked, and presumably not much for them to be doing. 
One of employees says hi, so I proceed to explain that we had just been in and that we did not receive the monster  quesadilla with chicken that we ordered. To which the other employee states ""well you should have."" I did not snap although honestly I wanted to with that kind of a response to a problem with food ordered while she had been there when we ordered. I only thought in my head, Really??? I should have? No kidding! I should have but I didn't and instead of having some smart remark that essentially accuses me of lying about what I received, there should have been a comment asking how they could fix it or an offer to fix it. I also explained that I called there three times and their phone simply rings and rings. The reply I got for that wasn't even a real word but more of a hmm because obviously they're also perplexed as to how the phone works as well. 
I was asked if I wanted it remade. I really did not since my fiancé had already left to go to work and I didn't want it. She asked if I wanted it credited back to the card but since he paid with his card, I asked if they needed the same card to do the return. She replied with ""I honestly have no idea."" 
I took the remade quesadilla. The fact that it was remade is really not the point. The employees are not attentive, they have zero customer service, and quite honestly if any of the business owners in here ever wonder what really drives their business into the ground, it's employees like this. The queso was congealed since it had been sitting throughout this entire ordeal. My child's food is cold, obviously for the same reason. And we have a chicken quesadilla that appears to be well done sitting hostage in the refrigerator until my fiancé eats it.  They remade the food ordered, they did not actually make the situation right. There was little by way of even an apology. I couldn't have it refunded, which is what I wanted to do because they clearly didn't know how to do a refund. Terrible experience. if I could give this establishment 0 stars, I would.",-0.9488
"Was my favorite taco place, hence why I drove half an hour here, just for them to walk out, lock the door, get in the car and leave, right in front of me. It was 20 minutes before closing time. How rude and unprofessional.",-0.5423
"Cali New Tampa has a rudeness problem.  I take friends to lunch multiple times a week, and Cali looked like it was in the running for a regular meet up. After a minor misunderstanding about seating, a server approached us (with a trainee, no less) and berated me in front of the trainee and my guest. It was so wildly inappropriate that we left, and we won't be back. There's lots of good food in the Tampa area, why eat somewhere where the servers don't have a clue?",-0.1779
"Disgusting. My husband ate here and got food poisoning. Who do I need to send the ER bill to?",-0.802
"To the owner. I just left your place. I stood at the counter for 5 minutes and no one said a word. I looked at the menu and at your employees the whole time. After 5 minutes I walked out. You need to do better!!!!",-0.5216
"On Friday 7th at 10:50pm we were in a drive thru for 20 to 30 min .When we finally get to the drive thru we order three items they were listed on the screen. When we went to pay and get our food we pay for three items it was $9.08 but when we get home there's was only two items and also there were no receipt in the bag to show anything about our food . When we got home we call the store and told them about it and the person that was on the phone was supposedly the manger but i didn't think it was . I was talking about it and asking for a refund but they wouldn't give it so they hung up while we were still talking . I could care less about the money but it makes me frustrated that when we were talking to the person that claims that they were the manager would be talking to us in a rude way and hang up the phone like that . At the end the burritos and taco was not good at all . Everyone should be careful coming here with this terrible customer service...",-0.9081
"I've been going to Bubbakoo's in NJ for years and have always been a big fan.  Unfortunately the Riverview branch is a gigantic disappointment.  Numerous times we have gone to this location mainly because it is located close by.  And every time we have been disappointed.  Horrible attitude by the staff and constantly out of selections on the menu.  I'm through with this place, which is a shame because we used to LOVE the other locations.  Today was the last straw when I ordered online in advance, and was told when I arrived that they were (yet again) out of an item on the menu.  So I reordered another item in person only to sit and wait for over 30 min just to remake the 1 item.  No apology, no sense of urgency, and the place was just about emptied of the 3 customers that came after I arrived.  During this time I watched poor handling of the food and a cook in the back not wearing appropriate hair netting.  At this point I had enough and left the establishment.  Advice to management - sit your staff down and retrain them closer to the magic of your restaurants in the northeast before you lose more customers.",-0.9507
"Absolutely disgusting and overpriced. I advise if you are having a Mexican Craving than go elsewhere.  I paid $9 for half of a Chicken Quesadilla, which by the way was old meat soaked in some red grease. The sour cream they gave me was not fresh. This was my 2nd time trying them and I won't be back EVER! NOT EVEN IF ITS FREE.",-0.2297
"We went through the drive thru and there was one car in front of us. They told us to wait out front and we waited for 20 minutes until we went back through the drive thru and was told they made the food but forgot to give it to us. Not sure what happened. I'm sure it wasn't everyone's fault but wtf. There was also an employee yelling at someone on FaceTime in the restaurant. Not sure what that was about",-0.8639
"Restaurant smells awful, food is bland. Chips and salsa are store bought. Staff is rude.",-0.7184
"We've been going here every Saturday for about 2 years. Last Saturday was the last, unless there are some changes. They have a new supplier for their chips. The new chips are thick and chewy, like cardboard, instead of light and crispy. We complained, but management is set on this new chip. We are now frequenting other Mexican restaurants. Sorry, but I don't drink while munching on cardboard.",-0.1406
"Takes ridiculously long to get food out...come on, tacos are really fast. No to mention once you see how small the portions are you'll be even more insulted by the price and wait time. Spoiler Alert: these ""Tacos"" are Tapas sized but not nearly good enough to merit this analogy. This place's clientele likely consists of first timers, as I can't see anyone wanting to go back.",-0.3705
"I usually enjoy this place. But the host was very rude and the place is extremely dirty. You can tell quality has gone down. And they are worried about COVID? Lol I would worry about getting a tetanus shot after walking into that place.",-0.8905
"They advertise $1 Tuesday tacos every week, but when you go in to carry out order, they charge you full price. 

Ordered 2 crunchy beef and 3 soft beef tacos. Came on flour tortilla, not corn. Walked to car, and opened one to eat on the way home. Cold meat, bland, lacking seasoning, and flavor. Disappointing. Should have known when there was no coloring on the meat, there was no seasoning. 
Tried to call questioning why I did not get $1 tacos, and phone was disconnected. Neither facebook page or website has any email or way to contact them.  I messaged on fb, got no reply.  

Will I recommend? Will I return? Nope, as I have no desire to get sick from improplerly heated food.",-0.9338
"Very unhappy and dissatisfied/disappointed. The tacos fall a part too easily and the chicken and pork do not taste like chicken or pork! They are too soggy. The carne asada tacos are okay, but the more you chew the nastier they are. The birria tacos are decent. The only thing that I actually liked was the chips and queso, but how can you mess up chips and queso? The street corn is VERY nasty! It has a strong burnt taste/smell. My husband eats everything and anything and he refused to eat the food! $34 down the drain!",-0.9083
"Don't even bother coming here and giving your money

Bro tell me how I order my food they gave me everything else besides the main fucking food !! And then I called to complain that they gave me everything else besides the main thing I ordered and all they do is stand on the phone  and say oh I don't know and stay quiet what a fucking joke 

As much complain as this building gets and bad reviews I don't even know how the fuck y'all still open",-0.7687
"this was the absolute WORST taco bell i've ever been to, if i could give it ZERO stars i would because they couldn't even make items on the menu OVER AN HOUR before they closed and were disgustingly rude... honestly i don't want to go there because i don't want to spend my money there and i live 5 minutes away i'd rather drive an extra 10-15 minutes for a better taco bell because this one is awful i hope the workers get fired in the nearest future because they are the laziest rudest people i've met. i also bet that reading this now you think it's a joke and it's not that's just how bad this taco bell is. on that note thanks for coming to my ted talk.",-0.939
"The other reviews are 100% accurate. STAY AWAY from this place. The cashier lady with the tattoo on her arm is literally the devil in human form. She's the rudest, most incompetent, all around MEAN person, bad attitude, worst customer service I've probably ever experienced. She makes McDonald's workers look like 5 star angel waiters. Fire her asap and I'll eat here again.",-0.9628
"The queso size small is a miniature snack. They put onions in my quesadilla and it did not say it had onions. The rice on the side is hard as a rock. You have to tell them if you want beans or rice, it does not come with both. They did not come with utensils. The hard shell taco was stale and soggy. The delivery man dropped off the food at our door step and ran, instead of being polite and waiting until we came to the door.",-0.128
"Even worse than what you would expect from a gas station taco. Horrible customer service, and horrible food. My rice wasn't cooked inside my burrito so I had hard rice, and the chicken was cold. The lady working was so beyond rude and then gave me even more attitude for not tipping her after her poor customer service. 0/10 would never recommend even if it was the last place on earth to eat.",-0.9599
"Oh my gosh I cannot believe the service that I got in this tonight the lady at the front desk she is awful
She shouldn't be working at customer service
 she did not take my order right she rush me to order just to end up on her phone!",-0.5093
"Irritation at its best when my food arrived.  I ordered a carnitas bowl with cauliflower rice, fajita veggies, sour cream, mild tomato and medium green salSa along with queso blanco and shredded cheese. Ordered for pickup.  Let me remind you that cauliflower rice is an additional $2 and queso is an additional $1.30!!  When I arrived back at the office and opened my meal I had mixed emotions--irritated, grossed out and disappointed. I had very little time to grab lunch and get back to scarf it down since I was running to meetings so to find this mess was more disappointing than anything. 

Look at this bowl!? Is this really representative of an almost $12 meal!? Wow. It was more like a soup -- where is the fajita veggies and the rice. I don't think I really tasted the queso either.  I swear this locations standards have lowered.  Not sure I'll be ordering for a while. Yuck!",-0.7801
"Several problems at this location, the first being that I got severe Food Poisoning on the 4th of July. How do I know? It's the only thing I ate that day. Service is slow and uncaring. Another issue is that there have been a couple of times we visited this location only to find out they ""don't have any sauce""? Really? a taco place without any taco sauces? Couldn't send an employee 2 miles down the road to another location to get some? Inside is usually a little messy, but nothing too concerning. I would avoid this location at all costs, unless you want to chance getting sick as I did.",-0.8982
"Ordered two chicken tacos and an unsweetened iced tea.
Received sweetened tea and two pretty nasty tacos. Worst tacos ever. These guys aren't even trying to be good",-0.3818
"They close at 2:00 am and we went at 1:35 am and they refused to serve us. Talk about lazy. It was not closed and still had 25 MINUTES of being open. There were multiple people in there who looked at us and said nothing. Lazy, lazy people. Stay open until you are actually open. No one wants Taco Bell at a normal hour. The only reason they have business is for the drunk people at 2 am. Say you close at 1:30 if you aren't going to serve someone past that. Very disappointed.",-0.9018
"Place is absolute trash. Worst customer service. No ice. Only soda they have available is diet. Forgot my sauces. Order was wrong. Never again. I highly recommend to stay away. Ever since they expanded stores the food and service has greatly declined.",-0.894
"Ordered esquite and it was gross. You could taste the corn was out of a can and had been sitting on the grill for too long. The corn was drenched in cheese to hide how gross it actually is underneath. The taste was horrible and it's overpriced also.",-0.886
"My second time there and although the people were nice and accommodating while I ordered, the food just wasn't good. I have it this second shot hoping the first time was a fluke but not good.",-0.2528
